1024,1152,640
1124,1152,64
1224,1224,316
1324,1324,80
1424,1424,160
1524,1524,148
1624,1624,1084
1724,1724,1284
1824,1824,400
1924,1924,170
2024,2024,1120
2124,2124,1252
2224,2224,1104
2324,2324,2176
2424,2424,1120
2524,2524,1360
2624,2624,1472
2724,2724,2356
2824,2824,2088
2924,2924,2730
3024,3024,2008
3124,3124,1934
3224,3224,3108
3324,3324,2806
3424,3424,3040
3524,3524,2498
3624,3624,3292
3724,3724,2148
3824,3824,3040
3924,3924,2494
4024,4024,660
4124,4124,3874
4224,4224,2176
4324,4324,4064
4424,4424,3352
4524,4524,2302
4624,4624,3376
4724,4724,4512
4824,4824,3448
4924,4924,2646
5024,5024,4768
5124,5124,4990
5224,5224,3312
5324,5324,5058
5424,5424,5104
5524,5524,3450
5624,5624,2908
5724,5724,766
5824,5824,5760
5924,5924,3530
6024,6024,5824
6124,6124,3756
6224,6224,3400
6324,6324,4906
6424,6424,5212
6524,6524,4318
6624,6624,5536
6724,6724,5654
6824,6824,4672
6924,6924,2590
7024,7024,6432
7124,7124,5812
7224,7224,4192
7324,7324,5234
7424,7424,5376
7524,7524,4618
7624,7624,6772
7724,7724,4264
7824,7824,4768
7924,7924,4472
8024,8024,7388
8124,8124,5542
8224,8224,7008
8324,8324,7774
8424,8424,7840
8524,8524,7206
8624,8624,5872
8724,8724,8200
8824,8824,5516
8924,8924,6594
9024,9024,7072
9124,9124,6950
9224,9224,6228
9324,9324,4906
9424,9424,7696
9524,9524,5224
9624,9624,6964
9724,9724,8204
9824,9824,8944
9924,9924,9184
10024,10024,8924
10124,10124,8164
10224,10224,6904
10324,10324,10306
10424,10424,8096
10524,10524,5386
10624,10624,2176
10724,10724,9190
10824,10824,10492
10924,10924,5932
11024,11024,6384
11124,11124,6436
11224,11224,6088
11324,11324,11002
11424,11424,9904
11524,11524,8406
11624,11624,6508
11724,11724,10072
11824,11824,7424
11924,11924,4376
12024,12024,6940
12124,12124,9204
12224,12224,11168
12324,12324,6670
12424,12424,7984
12524,12524,8998
12624,12624,9712
12724,12724,10126
12824,12824,10240
12924,12924,10054
13024,13024,9568
13124,13124,8782
13224,13224,7696
13324,13324,12972
13424,13424,11336
13524,13524,9400
13624,13624,7164
13724,13724,11490
13824,13824,8704
13924,13924,12580
14024,14024,9244
14124,14124,12670
14224,14224,8784
14324,14324,11760
14424,14424,7324
14524,14524,9850
14624,14624,12176
14724,14724,14302
14824,14824,8816
14924,14924,10492
15024,15024,11968
15124,15124,13244
15224,15224,14320
15324,15324,15196
15424,15424,8160
15524,15524,8586
15624,15624,8812
15724,15724,8838
15824,15824,8664
15924,15924,8290
16024,16024,15728
16124,16124,15004
16224,16224,14080
16324,16324,12956
16424,16424,11632
16524,16524,10108
16624,16624,8384
16724,16724,14822
16824,16824,12748
16924,16924,10474
17024,17024,16512
17124,17124,13888
17224,17224,11064
17324,17324,16702
17424,17424,13528
17524,17524,10154
17624,17624,15392
17724,17724,11668
17824,17824,16656
17924,17924,12582
18024,18024,17320
18124,18124,12896
18224,18224,17384
18324,18324,12610
18424,18424,16848
18524,18524,11724
18624,18624,15712
18724,18724,10238
18824,18824,13976
18924,18924,17614
19024,19024,11640
19124,19124,15028
19224,19224,18316
19324,19324,11842
19424,19424,14880
19524,19524,17818
19624,19624,10844
19724,19724,13532
19824,19824,16120
19924,19924,18608
20024,20024,10984
20124,20124,13222
20224,20224,15360
20324,20324,17398
20424,20424,19336
20524,20524,10912
20624,20624,12600
20724,20724,14188
20824,20824,15676
20924,20924,17064
21024,21024,18352
21124,21124,19540
21224,21224,20628
21324,21324,10954
21424,21424,11792
21524,21524,12530
21624,21624,13168
21724,21724,13706
21824,21824,14144
21924,21924,14482
22024,22024,14720
22124,22124,14858
22224,22224,14896
22324,22324,14834
22424,22424,14672
22524,22524,14410
22624,22624,14048
22724,22724,13586
22824,22824,13024
22924,22924,12362
23024,23024,11600
23124,23124,22300
23224,23224,21388
23324,23324,20376
23424,23424,19264
23524,23524,18052
23624,23624,16740
23724,23724,15328
23824,23824,13816
23924,23924,12204
24024,24024,22504
24124,24124,20742
24224,24224,18880
24324,24324,16918
24424,24424,14856
24524,24524,12694
24624,24624,22744
24724,24724,20432
24824,24824,18020
24924,24924,15508
25024,25024,12896
25124,25124,22746
25224,25224,19984
25324,25324,17122
25424,25424,14160
25524,25524,23860
25624,25624,20748
25724,25724,17536
25824,25824,14224
25924,25924,23774
26024,26024,20312
26124,26124,16750
26224,26224,26200
26324,26324,22488
26424,26424,18676
26524,26524,14764
26624,26624,24064
26724,26724,20002
26824,26824,15840
26924,26924,25040
27024,27024,20728
27124,27124,16316
27224,27224,25416
27324,27324,20854
27424,27424,16192
27524,27524,25192
27624,27624,20380
27724,27724,15468
27824,27824,24368
27924,27924,19306
28024,28024,14144
28124,28124,22944
28224,28224,17632
28324,28324,26382
28424,28424,20920
28524,28524,15358
28624,28624,24008
28724,28724,18296
28824,28824,26896
28924,28924,21034
29024,29024,15072
29124,29124,23572
29224,29224,17460
29324,29324,25910
29424,29424,19648
29524,29524,28048
29624,29624,21636
29724,29724,15124
29824,29824,23424
29924,29924,16762
30024,30024,25012
30124,30124,18200
30224,30224,26400
30324,30324,19438
30424,30424,27588
30524,30524,20476
30624,30624,28576
30724,30724,21314
30824,30824,29364
30924,30924,21952
31024,31024,29952
31124,31124,22390
31224,31224,30340
31324,31324,22628
31424,31424,30528
31524,31524,22666
31624,31624,30516
31724,31724,22504
31824,31824,30304
31924,31924,22142
32024,32024,29892
32124,32124,21580
32224,32224,29280
32324,32324,20818
32424,32424,28468
32524,32524,19856
32624,32624,27456
32724,32724,18694
32824,32824,26244
32924,32924,17332
33024,33024,24832
33124,33124,32332
33224,33224,23220
33324,33324,30670
33424,33424,21408
33524,33524,28808
33624,33624,19396
33724,33724,26746
33824,33824,17184
33924,33924,24484
34024,34024,31784
34124,34124,22022
34224,34224,29272
34324,34324,19360
34424,34424,26560
34524,34524,33760
34624,34624,23648
34724,34724,30798
34824,34824,20536
34924,34924,27636
35024,35024,34736
35124,35124,24274
35224,35224,31324
35324,35324,20712
35424,35424,27712
35524,35524,34712
35624,35624,6088
35724,35724,30850
35824,35824,19888
35924,35924,26788
36024,36024,33688
36124,36124,22526
36224,36224,29376
36324,36324,36226
36424,36424,24864
36524,36524,31664
36624,36624,20152
36724,36724,26902
36824,36824,33652
36924,36924,21940
37024,37024,28640
37124,37124,35340
37224,37224,23428
37324,37324,30078
37424,37424,36728
37524,37524,24616
37624,37624,31216
37724,37724,18954
37824,37824,25504
37924,37924,32054
38024,38024,19592
38124,38124,26092
38224,38224,32592
38324,38324,19930
38424,38424,26380
38524,38524,32830
38624,38624,19968
38724,38724,26368
38824,38824,32768
38924,38924,19706
39024,39024,26056
39124,39124,32406
39224,39224,38756
39324,39324,25444
39424,39424,31744
39524,39524,38044
39624,39624,24532
39724,39724,30782
39824,39824,37032
39924,39924,23320
40024,40024,29520
40124,40124,35720
40224,40224,21808
40324,40324,27958
40424,40424,34108
40524,40524,40258
40624,40624,26096
40724,40724,32196
40824,40824,38296
40924,40924,23934
41024,41024,29984
41124,41124,36034
41224,41224,21472
41324,41324,27472
41424,41424,33472
41524,41524,39472
41624,41624,24660
41724,41724,30610
41824,41824,36560
41924,41924,21548
42024,42024,27448
42124,42124,33348
42224,42224,39248
42324,42324,23986
42424,42424,29836
42524,42524,35686
42624,42624,41536
42724,42724,26024
42824,42824,31824
42924,42924,37624
43024,43024,21912
43124,43124,27662
43224,43224,33412
43324,43324,39162
43424,43424,23200
43524,43524,28900
43624,43624,34600
43724,43724,40300
43824,43824,24088
43924,43924,29738
44024,44024,35388
44124,44124,41038
44224,44224,24576
44324,44324,30176
44424,44424,35776
44524,44524,41376
44624,44624,24664
44724,44724,30214
44824,44824,35764
44924,44924,41314
45024,45024,24352
45124,45124,29852
45224,45224,35352
45324,45324,40852
45424,45424,23640
45524,45524,29090
45624,45624,34540
45724,45724,39990
45824,45824,45440
45924,45924,27928
46024,46024,33328
46124,46124,38728
46224,46224,44128
46324,46324,26366
46424,46424,31716
46524,46524,37066
46624,46624,42416
46724,46724,24404
46824,46824,29704
46924,46924,35004
47024,47024,40304
47124,47124,45604
47224,47224,27292
47324,47324,32542
47424,47424,37792
47524,47524,43042
47624,47624,24480
47724,47724,29680
47824,47824,34880
47924,47924,40080
48024,48024,45280
48124,48124,26418
48224,48224,31568
48324,48324,36718
48424,48424,41868
48524,48524,47018
48624,48624,27856
48724,48724,32956
48824,48824,38056
48924,48924,43156
49024,49024,48256
49124,49124,28794
49224,49224,33844
49324,49324,38894
49424,49424,43944
49524,49524,48994
49624,49624,29232
49724,49724,34232
49824,49824,39232
49924,49924,44232
50024,50024,49232
50124,50124,29170
50224,50224,34120
50324,50324,39070
50424,50424,44020
50524,50524,48970
50624,50624,28608
50724,50724,33508
50824,50824,38408
50924,50924,43308
51024,51024,48208
51124,51124,27546
51224,51224,32396
51324,51324,37246
51424,51424,42096
51524,51524,46946
51624,51624,25984
51724,51724,30784
51824,51824,35584
51924,51924,40384
52024,52024,45184
52124,52124,49984
52224,52224,28672
52324,52324,33422
52424,52424,38172
52524,52524,42922
52624,52624,47672
52724,52724,52422
52824,52824,30760
52924,52924,35460
53024,53024,40160
53124,53124,44860
53224,53224,49560
53324,53324,27598
53424,53424,32248
53524,53524,36898
53624,53624,41548
53724,53724,46198
53824,53824,50848
53924,53924,28536
54024,54024,33136
54124,54124,37736
54224,54224,42336
54324,54324,46936
54424,54424,51536
54524,54524,28874
54624,54624,33424
54724,54724,37974
54824,54824,42524
54924,54924,47074
55024,55024,51624
55124,55124,28612
55224,55224,33112
55324,55324,37612
55424,55424,42112
55524,55524,46612
55624,55624,51112
55724,55724,55612
55824,55824,32200
55924,55924,36650
56024,56024,41100
56124,56124,45550
56224,56224,50000
56324,56324,54450
56424,56424,30688
56524,56524,35088
56624,56624,39488
56724,56724,43888
56824,56824,48288
56924,56924,52688
57024,57024,28576
57124,57124,32926
57224,57224,37276
57324,57324,41626
57424,57424,45976
57524,57524,50326
57624,57624,54676
57724,57724,30164
57824,57824,34464
57924,57924,38764
58024,58024,43064
58124,58124,47364
58224,58224,51664
58324,58324,55964
58424,58424,31052
58524,58524,35302
58624,58624,39552
58724,58724,43802
58824,58824,48052
58924,58924,52302
59024,59024,56552
59124,59124,31240
59224,59224,35440
59324,59324,39640
59424,59424,43840
59524,59524,48040
59624,59624,52240
59724,59724,56440
59824,59824,30728
59924,59924,34878
60024,60024,39028
60124,60124,43178
60224,60224,47328
60324,60324,51478
60424,60424,55628
60524,60524,59778
60624,60624,33616
60724,60724,37716
60824,60824,41816
60924,60924,45916
61024,61024,50016
61124,61124,54116
61224,61224,58216
61324,61324,31654
61424,61424,35704
61524,61524,39754
61624,61624,43804
61724,61724,47854
61824,61824,51904
61924,61924,55954
62024,62024,60004
62124,62124,32992
62224,62224,36992
62324,62324,40992
62424,62424,44992
62524,62524,48992
62624,62624,52992
62724,62724,56992
62824,62824,60992
62924,62924,33530
63024,63024,37480
63124,63124,41430
63224,63224,45380
63324,63324,49330
63424,63424,53280
63524,63524,57230
63624,63624,61180
63724,63724,33268
63824,63824,37168
63924,63924,41068
64024,64024,44968
64124,64124,48868
64224,64224,52768
64324,64324,56668
64424,64424,60568
64524,64524,64468
64624,64624,36056
64724,64724,39906
64824,64824,43756
64924,64924,47606
65024,65024,51456
65124,65124,55306
65224,65224,59156
65324,65324,63006
65424,65424,34144
65524,65524,36348
65624,65624,36421
65724,65724,36421
65824,65824,36421
65924,65924,36421
66024,66024,36421
66124,66124,36421
66224,66224,36421
66324,66324,36421
66424,66424,36421
66524,66524,36421
